ville,lien,Région,Département,Etablissement public de coopération intercommunale (EPCI),Code postal (CP),Code Insee,Nom des habitants,Population (2018),Population : rang national (2018),Densité de population (2018),Taux de chômage (2018),Pavillon bleu,Ville d'art et d'histoire,Ville fleurie,Ville internet,Superficie (surface),Altitude min.,Altitude max.,Latitude,Longitude
Ozouer-le-Voulgis (77390),https://www.journaldunet.com/management/ville/ozouer-le-voulgis/ville-77352,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77390,77352,"Ozouëriens, Ozouëriennes",1 912 hab.,n°5 612 ,169 hab/km²,"6,8 %",non,non,Aucune fleur,Aucune arobase,"11,3 km²",62 mètre(s),104 mètre(s),"48,6647","2,77681"
Soignolles-en-Brie (77111),https://www.journaldunet.com/management/ville/soignolles-en-brie/ville-77455,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77111,77455,"Soignollais, Soignollaises",1 981 hab.,n°5 439 ,184 hab/km²,"6,3 %",non,non,Aucune fleur,Aucune arobase,"10,8 km²",57 mètre(s),97 mètre(s),"48,6453","2,70807"
Louan-Villegruis-Fontaine (77560),https://www.journaldunet.com/management/ville/louan-villegruis-fontaine/ville-77262,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77560,77262,"Louannais, Louannaises",484 hab.,n°16 887 ,13 hab/km²,"6,8 %",non,non,Aucune fleur,Aucune arobase,"38,1 km²",125 mètre(s),207 mètre(s),"48,6146","3,48915"
Vaudoy-en-Brie (77141),https://www.journaldunet.com/management/ville/vaudoy-en-brie/ville-77486,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77141,77486,"Vaudoyens, Vaudoyennes",900 hab.,n°10 760 ,33 hab/km²,"11,5 %",non,non,Aucune fleur,Aucune arobase,"27,0 km²",100 mètre(s),137 mètre(s),"48,6976","3,08246"
Nantouillet (77230),https://www.journaldunet.com/management/ville/nantouillet/ville-77332,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77230,77332,"Nantolétains, Nantolétaines",279 hab.,n°22 683 ,54 hab/km²,"6,9 %",non,non,Aucune fleur,Aucune arobase,"5,2 km²",63 mètre(s),118 mètre(s),"49,001","2,7017"
Villecerf (77250),https://www.journaldunet.com/management/ville/villecerf/ville-77501,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77250,77501,"Villecerfois, Villecerfoises",719 hab.,n°12 748 ,66 hab/km²,"8,6 %",non,non,Aucune fleur,Aucune arobase,"10,9 km²",60 mètre(s),139 mètre(s),"48,3273","2,84592"
Rouilly (77160),https://www.journaldunet.com/management/ville/rouilly/ville-77391,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77160,77391,nc,488 hab.,n°16 817 ,64 hab/km²,"10,3 %",non,non,Aucune fleur,Aucune arobase,"7,6 km²",94 mètre(s),170 mètre(s),"48,5915","3,28882"
Noisy-Rudignon (77940),https://www.journaldunet.com/management/ville/noisy-rudignon/ville-77338,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77940,77338,"Noisy-Rudignonais, Noisy-Rudignonaises",603 hab.,n°14 562 ,145 hab/km²,"7,5 %",non,non,Aucune fleur,Aucune arobase,"4,2 km²",55 mètre(s),126 mètre(s),"48,3365","2,93409"
Grandpuits-Bailly-Carrois (77720),https://www.journaldunet.com/management/ville/grandpuits-bailly-carrois/ville-77211,Île-de-France,Seine-et-Marne,Communauté de communes Brie Nangissienne,77720,77211,"Grandiputéens, Grandiputéennes",1 025 hab.,n°9 728 ,42 hab/km²,"10,9 %",non,non,Aucune fleur,Aucune arobase,"24,5 km²",98 mètre(s),137 mètre(s),"48,5823","2,97582"
Moret-Loing-et-Orvanne (77250),https://www.journaldunet.com/management/ville/moret-loing-et-orvanne/ville-77316,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77250,77316,nc,12 110 hab.,n°802 ,2 451 hab/km²,"8,2 %",non,non,2 fleur(s),Aucune arobase,"4,9 km²",45 mètre(s),98 mètre(s),"48,3651","2,81173"
Villebéon (77710),https://www.journaldunet.com/management/ville/villebeon/ville-77500,Île-de-France,Seine-et-Marne,Communauté de communes Gâtinais Val de Loing,77710,77500,"Villebéonnais, Villebéonnaises",473 hab.,n°17 126 ,29 hab/km²,"11,4 %",non,non,Aucune fleur,Aucune arobase,"16,5 km²",103 mètre(s),152 mètre(s),"48,2049","2,92837"
Chessy (77700),https://www.journaldunet.com/management/ville/chessy/ville-77111,Île-de-France,Seine-et-Marne,Communauté d'agglomération Val d'Europe Agglomération,77700,77111,nc,5 969 hab.,n°1 826 ,1 040 hab/km²,"8,2 %",non,non,Aucune fleur,Aucune arobase,"5,7 km²",37 mètre(s),130 mètre(s),"48,8723","2,7704"
Vaucourtois (77580),https://www.journaldunet.com/management/ville/vaucourtois/ville-77484,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77580,77484,"Vaucourtoisiens, Vaucourtoisiennes",266 hab.,n°23 168 ,57 hab/km²,"3,4 %",non,non,Aucune fleur,Aucune arobase,"4,7 km²",122 mètre(s),169 mètre(s),"48,8988","2,95694"
Montigny-Lencoup (77520),https://www.journaldunet.com/management/ville/montigny-lencoup/ville-77311,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77520,77311,"Montanussiens, Montanussiennes",1 403 hab.,n°7 386 ,69 hab/km²,"8,2 %",non,non,Aucune fleur,Aucune arobase,"20,4 km²",67 mètre(s),149 mètre(s),"48,4543","3,05282"
Vimpelles (77520),https://www.journaldunet.com/management/ville/vimpelles/ville-77524,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77520,77524,"Vimpellois, Vimpelloises",521 hab.,n°16 111 ,46 hab/km²,"10,5 %",non,non,Aucune fleur,Aucune arobase,"11,3 km²",51 mètre(s),132 mètre(s),"48,4431","3,16654"
Amillis (77120),https://www.journaldunet.com/management/ville/amillis/ville-77002,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77120,77002,"Amillisiens, Amillisiennes",830 hab.,n°11 452 ,41 hab/km²,"8,4 %",non,non,Aucune fleur,Aucune arobase,"20,1 km²",102 mètre(s),163 mètre(s),"48,7356","3,13534"
Melun (77000),https://www.journaldunet.com/management/ville/melun/ville-77288/,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77000,77288,"Melunais, Melunaises",39 947 hab.,n°188 ,4 969 hab/km²,"16,4 %",non,non,4 fleur(s),2 arobase(s),"8,0 km²",37 mètre(s),102 mètre(s),"48,5445","2,65796"
Crèvecœur-en-Brie (77610),https://www.journaldunet.com/management/ville/crevecoeur-en-brie/ville-77144,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77610,77144,"Crépicordiens, Crépicordiennes",417 hab.,n°18 361 ,45 hab/km²,"7,2 %",non,non,Aucune fleur,Aucune arobase,"9,2 km²",109 mètre(s),122 mètre(s),"48,7561","2,90716"
La Chapelle-Gauthier (77720),https://www.journaldunet.com/management/ville/la-chapelle-gauthier/ville-77086,Île-de-France,Seine-et-Marne,Communauté de communes Brie Nangissienne,77720,77086,nc,1 447 hab.,n°7 199 ,83 hab/km²,"6,7 %",non,non,Aucune fleur,Aucune arobase,"17,4 km²",88 mètre(s),129 mètre(s),"48,5307","2,86287"
Mousseaux-lès-Bray (77480),https://www.journaldunet.com/management/ville/mousseaux-les-bray/ville-77321,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77480,77321,"Mousseautois, Mousseautoises",674 hab.,n°13 370 ,78 hab/km²,"14,9 %",non,non,Aucune fleur,Aucune arobase,"8,7 km²",54 mètre(s),132 mètre(s),"48,3959","3,22954"
Beaumont-du-Gâtinais (77890),https://www.journaldunet.com/management/ville/beaumont-du-gatinais/ville-77027,Île-de-France,Seine-et-Marne,Communauté de communes Gâtinais Val de Loing,77890,77027,"Beaumontois, Beaumontoises",1 188 hab.,n°8 534 ,72 hab/km²,"14,8 %",non,non,1 fleur(s),Aucune arobase,"16,6 km²",83 mètre(s),114 mètre(s),"48,1408","2,49203"
Barbizon (77630),https://www.journaldunet.com/management/ville/barbizon/ville-77022,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77630,77022,"Barbizonnais, Barbizonnaises",1 169 hab.,n°8 649 ,222 hab/km²,"7,0 %",non,non,Aucune fleur,Aucune arobase,"5,3 km²",75 mètre(s),93 mètre(s),"48,4485","2,60051"
Ussy-sur-Marne (77260),https://www.journaldunet.com/management/ville/ussy-sur-marne/ville-77478,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77260,77478,"Ussois, Ussoises",1 077 hab.,n°9 318 ,77 hab/km²,"12,7 %",non,non,Aucune fleur,Aucune arobase,"13,9 km²",50 mètre(s),166 mètre(s),"48,9666","3,08198"
Fleury-en-Bière (77930),https://www.journaldunet.com/management/ville/fleury-en-biere/ville-77185,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77930,77185,"Fleurysiens, Fleurysiennes",652 hab.,n°13 720 ,47 hab/km²,"5,8 %",non,non,Aucune fleur,Aucune arobase,"13,9 km²",60 mètre(s),132 mètre(s),"48,4452","2,54054"
Champdeuil (77390),https://www.journaldunet.com/management/ville/champdeuil/ville-77081,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77390,77081,"Champdeuillais, Champdeuillaises",727 hab.,n°12 636 ,183 hab/km²,"7,5 %",non,non,Aucune fleur,Aucune arobase,"4,0 km²",88 mètre(s),98 mètre(s),"48,6222","2,73123"
Dormelles (77130),https://www.journaldunet.com/management/ville/dormelles/ville-77161,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77130,77161,"Dormellois, Dormelloises",805 hab.,n°11 727 ,62 hab/km²,"8,6 %",non,non,Aucune fleur,Aucune arobase,"13,0 km²",62 mètre(s),136 mètre(s),"48,3134","2,88922"
Souppes-sur-Loing (77460),https://www.journaldunet.com/management/ville/souppes-sur-loing/ville-77458,Île-de-France,Seine-et-Marne,Communauté de communes Gâtinais Val de Loing,77460,77458,"Sulpiciens, Sulpiciennes",5 387 hab.,n°2 047 ,195 hab/km²,"20,5 %",oui,non,2 fleur(s),Aucune arobase,"27,6 km²",62 mètre(s),130 mètre(s),"48,1869","2,74753"
Rouvres (77230),https://www.journaldunet.com/management/ville/rouvres/ville-77392,Île-de-France,Seine-et-Marne,Communauté d'agglomération Roissy Pays de France,77230,77392,nc,905 hab.,n°10 715 ,219 hab/km²,"8,6 %",non,non,Aucune fleur,Aucune arobase,"4,1 km²",98 mètre(s),146 mètre(s),"49,0638","2,71839"
Sammeron (77260),https://www.journaldunet.com/management/ville/sammeron/ville-77440,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77260,77440,"Sammeronnais, Sammeronnaises",1 127 hab.,n°8 972 ,186 hab/km²,"11,0 %",non,non,Aucune fleur,Aucune arobase,"6,1 km²",50 mètre(s),154 mètre(s),"48,9416","3,07702"
Courtry (77181),https://www.journaldunet.com/management/ville/courtry/ville-77139,Île-de-France,Seine-et-Marne,Communauté d'agglomération Paris - Vallée de la Marne,77181,77139,"Courtrysiens, Courtrysiennes",6 658 hab.,n°1 596 ,1 600 hab/km²,"10,7 %",non,non,Aucune fleur,Aucune arobase,"4,2 km²",53 mètre(s),130 mètre(s),"48,9167","2,60299"
Yèbles (77390),https://www.journaldunet.com/management/ville/yebles/ville-77534,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77390,77534,"Yébuliens, Yébuliennes",956 hab.,n°10 280 ,82 hab/km²,"5,3 %",non,non,Aucune fleur,Aucune arobase,"11,7 km²",62 mètre(s),106 mètre(s),"48,6376","2,76899"
Saint-Mard (77230),https://www.journaldunet.com/management/ville/saint-mard/ville-77420,Île-de-France,Seine-et-Marne,Communauté d'agglomération Roissy Pays de France,77230,77420,nc,3 905 hab.,n°2 837 ,624 hab/km²,"9,9 %",non,non,2 fleur(s),Aucune arobase,"6,3 km²",93 mètre(s),166 mètre(s),"49,0387","2,69703"
Faremoutiers (77515),https://www.journaldunet.com/management/ville/faremoutiers/ville-77176,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77515,77176,nc,2 885 hab.,n°3 824 ,264 hab/km²,"8,9 %",non,non,2 fleur(s),Aucune arobase,"10,9 km²",89 mètre(s),132 mètre(s),"48,7784","3,00022"
Varreddes (77910),https://www.journaldunet.com/management/ville/varreddes/ville-77483,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Meaux,77910,77483,"Varredois, Varredoises",2 021 hab.,n°5 336 ,253 hab/km²,"10,2 %",non,non,Aucune fleur,Aucune arobase,"8,0 km²",42 mètre(s),123 mètre(s),"49,0058","2,92808"
Thomery (77810),https://www.journaldunet.com/management/ville/thomery/ville-77463,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77810,77463,"Thomeryons, Thomeryonnes",3 444 hab.,n°3 201 ,928 hab/km²,"6,6 %",non,non,1 fleur(s),Aucune arobase,"3,7 km²",42 mètre(s),96 mètre(s),"48,4042","2,77997"
Orly-sur-Morin (77750),https://www.journaldunet.com/management/ville/orly-sur-morin/ville-77345,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77750,77345,"Orlysiens, Orlysiennes",671 hab.,n°13 427 ,114 hab/km²,"9,9 %",non,non,Aucune fleur,Aucune arobase,"5,9 km²",65 mètre(s),180 mètre(s),"48,9011","3,22658"
Villeneuve-le-Comte (77174),https://www.journaldunet.com/management/ville/villeneuve-le-comte/ville-77508,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77174,77508,"Vilcomtois, Vilcomtoises",1 833 hab.,n°5 814 ,96 hab/km²,"7,2 %",non,non,Aucune fleur,Aucune arobase,"19,1 km²",116 mètre(s),133 mètre(s),"48,8115","2,83836"
Villeparisis (77270),https://www.journaldunet.com/management/ville/villeparisis/ville-77514,Île-de-France,Seine-et-Marne,Communauté d'agglomération Roissy Pays de France,77270,77514,"Villeparisiens, Villeparisiennes",26 471 hab.,n°331 ,3 193 hab/km²,"12,1 %",non,non,Aucune fleur,Aucune arobase,"8,3 km²",53 mètre(s),133 mètre(s),"48,942","2,617"
Arbonne-la-Forêt (77630),https://www.journaldunet.com/management/ville/arbonne-la-foret/ville-77006,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77630,77006,"Arbonnais, Arbonnaises",982 hab.,n°10 081 ,65 hab/km²,"8,8 %",non,non,Aucune fleur,Aucune arobase,"15,1 km²",64 mètre(s),129 mètre(s),"48,4103","2,5611"
Paley (77710),https://www.journaldunet.com/management/ville/paley/ville-77353,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77710,77353,"Paleysiens, Paleysiennes",423 hab.,n°18 227 ,46 hab/km²,"9,5 %",non,non,Aucune fleur,Aucune arobase,"9,3 km²",80 mètre(s),141 mètre(s),"48,241","2,85393"
Bussy-Saint-Martin (77600),https://www.journaldunet.com/management/ville/bussy-saint-martin/ville-77059,Île-de-France,Seine-et-Marne,Communauté d'agglomération Marne et Gondoire,77600,77059,"Busséens, Busséennes",657 hab.,n°13 652 ,249 hab/km²,"10,9 %",non,non,Aucune fleur,Aucune arobase,"2,6 km²",54 mètre(s),111 mètre(s),"48,8462","2,679"
Gironville (77890),https://www.journaldunet.com/management/ville/gironville/ville-77207,Île-de-France,Seine-et-Marne,Communauté de communes Gâtinais Val de Loing,77890,77207,"Gironvillois, Gironvilloises",153 hab.,n°28 496 ,11 hab/km²,"4,8 %",non,non,Aucune fleur,Aucune arobase,"13,7 km²",89 mètre(s),114 mètre(s),"48,1627","2,53342"
Le Vaudoué (77123),https://www.journaldunet.com/management/ville/le-vaudoue/ville-77485,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77123,77485,"Valdéens, Valdéennes",729 hab.,n°12 613 ,42 hab/km²,"9,9 %",non,non,Aucune fleur,Aucune arobase,"17,2 km²",66 mètre(s),123 mètre(s),"48,3471","2,52188"
Bernay-Vilbert (77540),https://www.journaldunet.com/management/ville/bernay-vilbert/ville-77031,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77540,77031,"Bernéens-Vilbertiens, Bernéennes-Vilbertiennes",864 hab.,n°11 096 ,51 hab/km²,"8,3 %",non,non,Aucune fleur,Aucune arobase,"16,9 km²",77 mètre(s),114 mètre(s),"48,6753","2,92952"
Annet-sur-Marne (77410),https://www.journaldunet.com/management/ville/annet-sur-marne/ville-77005,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77410,77005,"Annetois, Annetoises",3 274 hab.,n°3 365 ,248 hab/km²,"7,5 %",oui,non,3 fleur(s),Aucune arobase,"13,2 km²",38 mètre(s),133 mètre(s),"48,9223","2,70855"
Échouboulains (77830),https://www.journaldunet.com/management/ville/echouboulains/ville-77164,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77830,77164,"Échouboulinois, Échouboulinoises",557 hab.,n°15 383 ,27 hab/km²,"9,6 %",non,non,1 fleur(s),Aucune arobase,"20,9 km²",94 mètre(s),131 mètre(s),"48,4637","2,9296"
Neufmoutiers-en-Brie (77610),https://www.journaldunet.com/management/ville/neufmoutiers-en-brie/ville-77336,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77610,77336,"Neufmonastériens, Neufmonastériennes",1 162 hab.,n°8 706 ,73 hab/km²,"7,3 %",non,non,Aucune fleur,Aucune arobase,"15,9 km²",111 mètre(s),126 mètre(s),"48,7742","2,82602"
Misy-sur-Yonne (77130),https://www.journaldunet.com/management/ville/misy-sur-yonne/ville-77293,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77130,77293,"Misyciens, Misyciennes",953 hab.,n°10 303 ,152 hab/km²,"10,1 %",non,non,Aucune fleur,Aucune arobase,"6,3 km²",53 mètre(s),104 mètre(s),"48,3656","3,09524"
Bombon (77720),https://www.journaldunet.com/management/ville/bombon/ville-77044,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77720,77044,"Bombonnais, Bombonnaises",965 hab.,n°10 204 ,64 hab/km²,"5,7 %",non,non,Aucune fleur,Aucune arobase,"15,0 km²",78 mètre(s),122 mètre(s),"48,5678","2,86764"
Les Ormes-sur-Voulzie (77134),https://www.journaldunet.com/management/ville/les-ormes-sur-voulzie/ville-77347,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77134,77347,"Ormois, Ormoises",857 hab.,n°11 183 ,70 hab/km²,"9,7 %",non,non,Aucune fleur,Aucune arobase,"12,2 km²",54 mètre(s),117 mètre(s),"48,4596","3,22503"
Saint-Mars-Vieux-Maisons (77320),https://www.journaldunet.com/management/ville/saint-mars-vieux-maisons/ville-77421,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77320,77421,nc,274 hab.,n°22 858 ,14 hab/km²,"10,5 %",non,non,Aucune fleur,Aucune arobase,"19,0 km²",130 mètre(s),183 mètre(s),"48,7382","3,31975"
Lognes (77185),https://www.journaldunet.com/management/ville/lognes/ville-77258,Île-de-France,Seine-et-Marne,Communauté d'agglomération Paris - Vallée de la Marne,77185,77258,"Lognots, Lognotes",14 268 hab.,n°681 ,4 234 hab/km²,"11,7 %",non,non,2 fleur(s),Aucune arobase,"3,4 km²",70 mètre(s),109 mètre(s),"48,8333","2,63346"
Thoury-Férottes (77940),https://www.journaldunet.com/management/ville/thoury-ferottes/ville-77465,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77940,77465,"Ferrotois, Ferrotoises",664 hab.,n°13 551 ,40 hab/km²,"5,9 %",non,non,Aucune fleur,Aucune arobase,"16,5 km²",72 mètre(s),152 mètre(s),"48,2975","2,93972"
Gouaix (77114),https://www.journaldunet.com/management/ville/gouaix/ville-77208,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77114,77208,"Gouaillons, Gouaillonnes",1 440 hab.,n°7 230 ,98 hab/km²,"15,4 %",non,non,Aucune fleur,Aucune arobase,"14,6 km²",54 mètre(s),162 mètre(s),"48,476","3,29681"
Coubert (77170),https://www.journaldunet.com/management/ville/coubert/ville-77127,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77170,77127,"Curtibehardiens, Curtibehardiennes",1 881 hab.,n°5 684 ,225 hab/km²,"7,9 %",non,non,Aucune fleur,Aucune arobase,"8,4 km²",78 mètre(s),106 mètre(s),"48,6783","2,70839"
Signy-Signets (77640),https://www.journaldunet.com/management/ville/signy-signets/ville-77451,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77640,77451,"Cignatiens, Cignatiennes",584 hab.,n°14 920 ,43 hab/km²,"9,4 %",non,non,Aucune fleur,Aucune arobase,"13,4 km²",77 mètre(s),172 mètre(s),"48,9174","3,06397"
Magny-le-Hongre (77700),https://www.journaldunet.com/management/ville/magny-le-hongre/ville-77268,Île-de-France,Seine-et-Marne,Communauté d'agglomération Val d'Europe Agglomération,77700,77268,"Hongrémaniens, Hongrémaniennes",8 876 hab.,n°1 154 ,1 905 hab/km²,"7,1 %",non,non,3 fleur(s),3 arobase(s),"4,7 km²",65 mètre(s),135 mètre(s),"48,8668","2,81442"
Rupéreux (77560),https://www.journaldunet.com/management/ville/rupereux/ville-77396,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77560,77396,"Rupérois, Rupéroises",99 hab.,n°31 656 ,16 hab/km²,"9,4 %",non,non,Aucune fleur,Aucune arobase,"6,3 km²",151 mètre(s),179 mètre(s),"48,6426","3,32681"
Voulton (77560),https://www.journaldunet.com/management/ville/voulton/ville-77530,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77560,77530,"Voultonais, Voultonaises",316 hab.,n°21 311 ,12 hab/km²,"11,3 %",non,non,Aucune fleur,Aucune arobase,"26,3 km²",143 mètre(s),181 mètre(s),"48,6116","3,33976"
Saâcy-sur-Marne (77730),https://www.journaldunet.com/management/ville/saacy-sur-marne/ville-77397,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77730,77397,"Saâcéens, Saâcéennes",1 828 hab.,n°5 832 ,132 hab/km²,"14,5 %",non,non,Aucune fleur,Aucune arobase,"13,8 km²",52 mètre(s),207 mètre(s),"48,951","3,21709"
Mortery (77160),https://www.journaldunet.com/management/ville/mortery/ville-77319,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77160,77319,"Morterois, Morteroises",147 hab.,n°28 823 ,11 hab/km²,"11,3 %",non,non,Aucune fleur,Aucune arobase,"13,2 km²",103 mètre(s),148 mètre(s),"48,5915","3,24833"
Châtres (77610),https://www.journaldunet.com/management/ville/chatres/ville-77104,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77610,77104,nc,689 hab.,n°13 161 ,46 hab/km²,"3,2 %",non,non,Aucune fleur,Aucune arobase,"15,1 km²",89 mètre(s),117 mètre(s),"48,7128","2,81584"
Passy-sur-Seine (77480),https://www.journaldunet.com/management/ville/passy-sur-seine/ville-77356,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77480,77356,"Passitois, Passitoises",46 hab.,n°34 228 ,10 hab/km²,"13,0 %",non,non,Aucune fleur,Aucune arobase,"4,5 km²",60 mètre(s),74 mètre(s),"48,4287","3,34585"
Dammartin-sur-Tigeaux (77163),https://www.journaldunet.com/management/ville/dammartin-sur-tigeaux/ville-77154,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77163,77154,"Dammartinois, Dammartinoises",1 101 hab.,n°9 137 ,122 hab/km²,"6,9 %",non,non,Aucune fleur,1 arobase(s),"9,0 km²",50 mètre(s),133 mètre(s),"48,8084","2,9034"
